title,firstname,middlename,lastname,name_suffix,nickname,party,state,district,in_office,gender,phone,fax,website,webform,congress_office,bioguide_id,votesmart_id,fec_id,govtrack_id,crp_id,twitter_id,congresspedia_url,youtube_url,facebook_id,official_rss,senate_class,birthdate,oc_email
Rep,Larry,,Bucshon,,,R,IN,8,1,M,202-225-4636,202-225-3284,http://bucshon.house.gov,https://bucshon.house.gov/contact-me/email-me,1005 Longworth House Office Building,B001275,120335,H0IN08114,412427,N00031227,RepLarryBucshon,http://www.opencongress.org/wiki/Larry_Bucshon,http://youtube.com/RepLarryBucshon,135670516492974,,,1962-05-31,Rep.Bucshon@opencongress.org
Sen,Richard,,Blumenthal,,,D,CT,Senior Seat,1,M,202-224-2823,202-224-9673,http://www.blumenthal.senate.gov,https://www.blumenthal.senate.gov/contact/,706 Hart Senate Office Building,B001277,1568,S0CT00177,412490,N00031685,SenBlumenthal,http://www.opencongress.org/wiki/Richard_Blumenthal,http://youtube.com/SenatorBlumenthal,289987304364966,,III,1946-02-13,Sen.Blumenthal@opencongress.org
Rep,Suzanne,,Bonamici,,,D,OR,1,1,F,202-225-0855,202-225-9497,http://bonamici.house.gov,https://bonamici.house.gov/contact-me/email-me,439 Cannon House Office Building,B001278,59641,H2OR01133,412501,N00033474,RepBonamici,http://www.opencongress.org/wiki/Suzanne_Bonamici,http://youtube.com/RepSuzanneBonamici,252633384817156,,,1954-10-14,Rep.Bonamici@opencongress.org
Rep,Joyce,,Beatty,,,D,OH,3,1,F,202-225-4324,202-225-1984,http://beatty.house.gov,https://beattyforms.house.gov/forms/writeyourrep/,133 Cannon House Office Building,B001281,2427,H2OH03125,412565,N00033904,RepBeatty,,,RepJoyceBeatty,,,1950-03-12,Rep.Beatty@opencongress.org
Rep,Garland,,Barr,,Andy,R,KY,6,1,M,202-225-4706,,https://barr.house.gov,https://barr.house.gov/contact/email-me,1432 Longworth House Office Building,B001282,117290,H0KY06104,412541,N00031233,RepAndyBarr,,http://youtube.com/RepAndyBarr,457461137635018,,,1973-07-24,Rep.Barr@opencongress.org
Rep,Jim,,Bridenstine,,,R,OK,1,1,M,202-225-2211,918-935-2716,http://bridenstine.house.gov,https://bridenstineforms.house.gov/forms/writeyourrep/,216 Cannon House Office Building,B001283,135894,H2OK01143,412567,N00033532,RepJBridenstine,,http://youtube.com/RepJimBridenstine,460003650715961,,,1975-06-15,Rep.Bridenstine@opencongress.org
Rep,Susan,W.,Brooks,,,R,IN,5,1,F,202-225-2276,202-225-0016,http://susanwbrooks.house.gov,https://susanwbrooks.house.gov/contact/email-me,1505 Longworth House Office Building,B001284,135988,H2IN05082,412539,N00033495,SusanWBrooks,,http://youtube.com/SusanWBrooks,517697358277175,,,1960-08-25,Rep.Susanwbrooks@opencongress.org
Rep,Julia,,Brownley,,,D,CA,26,1,F,202-225-5811,202-225-1100,http://juliabrownley.house.gov,https://juliabrownley.house.gov/contact/email-me,1019 Longworth House Office Building,B001285,59904,H2CA00120,412516,N00034254,JuliaBrownley26,,http://youtube.com/RepJuliaBrownley,330504617051234,,,1952-08-28,Rep.Juliabrownley@opencongress.org
Rep,Cheri,,Bustos,,,D,IL,17,1,F,202-225-5905,309-786-3720,http://bustos.house.gov,http://bustos.house.gov/contact,1009 Longworth House Office Building,B001286,134964,H2IL17071,412537,N00033390,RepCheri,,http://youtube.com/RepCheri,581909665168588,,,1961-10-17,Rep.Bustos@opencongress.org
Rep,Ami,,Bera,,,D,CA,7,1,M,202-225-5716,202-226-1298,http://bera.house.gov,https://beraforms.house.gov/forms/writeyourrep/,1535 Longworth House Office Building,B001287,120030,H0CA03078,412512,N00030717,RepBera,,http://youtube.com/repamibera,528662157146886,,,1965-03-02,Rep.Bera@opencongress.org
Sen,Cory,Anthony,Booker,,,D,NJ,Junior Seat,1,M,202-224-3224,202-224-8378,http://www.booker.senate.gov,http://www.booker.senate.gov/?p=contact,359 Dirksen Senate Office Building,B001288,76151,S4NJ00185,412598,N00035267,SenBookerOfc,,http://youtube.com/SenCoryBooker,,,II,1969-04-27,Sen.Booker@opencongress.org
Rep,Bradley,,Byrne,,,R,AL,1,1,M,202-225-4931,202-225-0562,https://byrne.house.gov,https://byrne.house.gov/contact/email-me,119 Cannon House Office Building,B001289,27584,H4AL01123,412601,N00035380,RepByrne,,,1374832002773142,,,1955-02-16,Rep.Byrne@opencongress.org
Rep,David,Alan,Brat,,Dave,R,VA,7,1,M,202-225-2815,,http://brat.house.gov,http://brat.house.gov/contact,330 Cannon House Office Building,B001290,,H4VA07143,412605,N00036013,RepDaveBrat,,,RepDaveBrat,,,1964-07-27,Rep.Brat@opencongress.org
Rep,Brian,,Babin,,,R,TX,36,1,M,202-225-1555,202-226-0396,http://babin.house.gov,,316 Cannon House Office Building,B001291,,H6TX02079,412655,N00005736,RepBrianBabin,,,RepBrianBabin,,,1948-03-23,Rep.Babin@opencongress.org
Rep,Donald,,Beyer,,,D,VA,8,1,M,202-225-4376,202-225-0017,http://beyer.house.gov,,431 Cannon House Office Building,B001292,,H4VA08224,412657,N00036018,repdonbeyer,,,repdonbeyer,,,1950-06-20,Rep.Beyer@opencongress.org
Rep,Mike,,Bishop,,,R,MI,8,1,M,202-225-4872,202-225-5820,https://mikebishop.house.gov,,428 Cannon House Office Building,B001293,,H4MI08135,412635,N00036449,RepMikeBishop,,,RepMikeBishop,,,1967-03-18,Rep.Mikebishop@opencongress.org
Rep,Rod,,Blum,,,R,IA,1,1,M,202-225-2911,,https://blum.house.gov,,213 Cannon House Office Building,B001294,,H2IA01055,412627,N00033744,RepRodBlum,,,congressmanrodblum,,,1955-04-26,Rep.Blum@opencongress.org
Rep,Mike,,Bost,,,R,IL,12,1,M,202-225-5661,202-225-0285,https://bost.house.gov,,1440 Longworth House Office Building,B001295,,H4IL12060,412629,N00035420,RepBost,,,RepBost,,,1960-12-30,Rep.Bost@opencongress.org
Rep,Brendan,,Boyle,,,D,PA,13,1,M,202-225-6111,202-226-0611,https://boyle.house.gov,,118 Cannon House Office Building,B001296,,H4PA13199,412652,N00035307,RepBrendanBoyle,,,CongressmanBoyle,,,1977-02-06,Rep.Boyle@opencongress.org
Rep,Ken,,Buck,,,R,CO,4,1,M,202-225-4676,202-225-5870,https://buck.house.gov,,416 Cannon House Office Building,B001297,,S0CO00237,412619,N00030829,RepKenBuck,,,repkenbuck,,,1959-02-16,Rep.Buck@opencongress.org
Rep,Ken,S.,Calvert,,,R,CA,42,1,M,202-225-1986,202-225-2004,http://calvert.house.gov,https://calvert.house.gov/contactform/,2205 Rayburn House Office Building,C000059,26777,H2CA37023,400057,N00007099,KenCalvert,http://www.opencongress.org/wiki/Ken_Calvert,http://youtube.com/RepKenCalvert,70063393423,,,1953-06-08,Rep.Calvert@opencongress.org
Sen,Maria,,Cantwell,,,D,WA,Junior Seat,1,F,202-224-3441,202-228-0514,http://www.cantwell.senate.gov,http://www.cantwell.senate.gov/public/index.cfm/email-maria,511 Hart Senate Office Building,C000127,27122,S8WA00194,300018,N00007836,SenatorCantwell,http://www.opencongress.org/wiki/Maria_Cantwell,http://youtube.com/SenatorCantwell,,,I,1958-10-13,Sen.Cantwell@opencongress.org
Sen,Benjamin,L.,Cardin,,,D,MD,Junior Seat,1,M,202-224-4524,202-224-1651,http://www.cardin.senate.gov,http://www.cardin.senate.gov/contact/,509 Hart Senate Office Building,C000141,26888,H6MD03177,400064,N00001955,SenatorCardin,http://www.opencongress.org/wiki/Benjamin_Cardin,http://youtube.com/senatorcardin,120421834675191,,I,1943-10-05,Sen.Cardin@opencongress.org
Sen,Thomas,Richard,Carper,,,D,DE,Senior Seat,1,M,202-224-2441,202-228-2190,http://www.carper.senate.gov,http://www.carper.senate.gov/public/index.cfm/email-senator-carper,513 Hart Senate Office Building,C000174,22421,S8DE00079,300019,N00012508,SenatorCarper,http://www.opencongress.org/wiki/Thomas_Carper,http://youtube.com/senatorcarper,124891107521733,,I,1947-01-23,Sen.Carper@opencongress.org
Rep,Steve,J.,Chabot,,,R,OH,1,1,M,202-225-2216,202-225-3012,http://chabot.house.gov,https://chabot.house.gov/forms/writeyourrep/?zip5=45202&zip4=3003,2371 Rayburn House Office Building,C000266,21790,H8OH01043,400071,N00003689,RepSteveChabot,http://www.opencongress.org/wiki/Steven_Chabot,http://youtube.com/congressmanchabot,204705339555378,,,1953-01-22,Rep.Chabot@opencongress.org
Rep,James,E.,Clyburn,,Jim,D,SC,6,1,M,202-225-3315,202-225-2313,http://clyburn.house.gov,https://clyburn.house.gov/contact-me/email-me,242 Cannon House Office Building,C000537,27066,H2SC02042,400075,N00002408,Clyburn,http://www.opencongress.org/wiki/James_Clyburn,http://youtube.com/repjamesclyburn,127744320598870,,,1940-07-21,Rep.Clyburn@opencongress.org
Sen,Daniel,Ray,Coats,,,R,IN,Senior Seat,1,M,202-224-5623,202-228-1820,http://www.coats.senate.gov,http://www.coats.senate.gov/contact/,493 Russell Senate Office Building,C000542,53291,S0IN00053,402675,N00003845,SenDanCoats,http://www.opencongress.org/wiki/Daniel_Coats,http://youtube.com/SenatorCoats,180671148633644,,III,1943-05-16,Sen.Coats@opencongress.org
Sen,Thad,,Cochran,,,R,MS,Senior Seat,1,M,202-224-5054,202-224-9450,http://www.cochran.senate.gov,http://www.cochran.senate.gov/public/index.cfm/email-me,113 Dirksen Senate Office Building,C000567,53312,S8MS00055,300023,N00003328,SenThadCochran,http://www.opencongress.org/wiki/Thad_Cochran,http://youtube.com/sencochran,,,II,1937-12-07,Sen.Cochran@opencongress.org
Rep,John,,Conyers,Jr.,,D,MI,13,1,M,202-225-5126,202-225-0072,https://conyers.house.gov,https://conyers.house.gov/index.cfm/online-contact-form,2426 Rayburn House Office Building,C000714,26904,H6MI01028,400080,N00004029,RepJohnConyers,http://www.opencongress.org/wiki/John_Conyers,http://youtube.com/JCMI14,206947066849,,,1929-05-16,Rep.Conyers@opencongress.org
Rep,Jim,,Cooper,,,D,TN,5,1,M,202-225-4311,202-226-1035,http://cooper.house.gov,https://cooper.house.gov/contact/email-me,1536 Longworth House Office Building,C000754,48891,H2TN05131,400081,N00003132,RepJimCooper,http://www.opencongress.org/wiki/Jim_Cooper,http://youtube.com/RepJimCooper,JimCooper,,,1954-06-19,Rep.Cooper@opencongress.org
Sen,Michael,D.,Crapo,,,R,ID,Senior Seat,1,M,202-224-6142,202-228-1375,http://www.crapo.senate.gov,http://www.crapo.senate.gov/contact/email.cfm,239 Dirksen Senate Office Building,C000880,26830,S8ID00027,300030,N00006267,MikeCrapo,http://www.opencongress.org/wiki/Michael_Crapo,http://youtube.com/senatorcrapo,80335332266,,III,1951-05-20,Sen.Crapo@opencongress.org
Rep,Elijah,E.,Cummings,,,D,MD,7,1,M,202-225-4741,202-225-3178,http://cummings.house.gov,https://cummings.house.gov/contact-me/email-me,2230 Rayburn House Office Building,C000984,345,H6MD07160,400090,N00001971,RepCummings,http://www.opencongress.org/wiki/Elijah_Cummings,http://youtube.com/ElijahECummings,291368465380,,,1951-01-18,Rep.Cummings@opencongress.org
Sen,Susan,M.,Collins,,,R,ME,Senior Seat,1,F,202-224-2523,202-224-2693,http://www.collins.senate.gov,http://www.collins.senate.gov/public/index.cfm/email,413 Dirksen Senate Office Building,C001035,379,S6ME00159,300025,N00000491,SenatorCollins,http://www.opencongress.org/wiki/Susan_Collins,http://youtube.com/SenatorSusanCollins,7593313361,,II,1952-12-07,Sen.Collins@opencongress.org
Rep,Lois,,Capps,,,D,CA,24,1,F,202-225-3601,202-225-5632,http://capps.house.gov,https://capps.house.gov/contact-me/email-me,2231 Rayburn House Office Building,C001036,16886,H8CA22089,400062,N00007232,RepLoisCapps,http://www.opencongress.org/wiki/Lois_Capps,http://youtube.com/reploiscapps,168989481141,,,1938-01-10,Rep.Capps@opencongress.org
Rep,Michael,E.,Capuano,,,D,MA,7,1,M,202-225-5111,202-225-9322,http://capuano.house.gov,http://www.house.gov/capuano/contact/email.shtml,1414 Longworth House Office Building,C001037,18883,H8MA08071,400063,N00000267,,http://www.opencongress.org/wiki/Michael_Capuano,http://youtube.com/RepMikeCapuano,151168844937573,,,1952-01-09,Rep.Capuano@opencongress.org
Rep,Joseph,,Crowley,,Joe,D,NY,14,1,M,202-225-3965,202-225-1909,http://crowley.house.gov,https://crowley.house.gov/contact-me/email-me,1436 Longworth House Office Building,C001038,4295,H8NY07046,400087,N00001127,RepJoeCrowley,http://www.opencongress.org/wiki/Joseph_Crowley,http://youtube.com/RepJoeCrowley,176197712425090,,,1962-03-16,Rep.Crowley@opencongress.org
Rep,Ander,,Crenshaw,,,R,FL,4,1,M,202-225-2501,202-225-2504,https://crenshaw.house.gov,https://forms.house.gov/write/crenshaw/email-me.shtml,2161 Rayburn House Office Building,C001045,31130,H0FL04066,400086,N00012739,AnderCrenshaw,http://www.opencongress.org/wiki/Ander_Crenshaw,http://youtube.com/RepAnderCrenshaw,200388204657,,,1944-09-01,Rep.Crenshaw@opencongress.org
Sen,Shelley,Moore,Capito,,,R,WV,Junior Seat,1,F,202-224-6472,,http://www.capito.senate.gov,,172 Russell Senate Office Building,C001047,11701,H0WV02138,400061,N00009771,SenCapito,http://www.opencongress.org/wiki/Shelley_Moore_Capito,http://youtube.com/UCbiXdR4XQ3vD9Xp5lfR9QXw,8057864757,,II,1953-11-26,Sen.Capito@opencongress.org
