id,screen_name,name,created_at,description,location,url,statuses_count,friends_count,followers_count,verified,profile_image_url,bioguide_id,days_since_creation,days_since_last_tweet,tweets_count,tweets_per_day,recent_tweets_per_day
242555999,SenWhitehouse,Sheldon Whitehouse,Tue Jan 25 01:52:03 +0000 2011,"U.S. Senator from #RhodeIsland, the Ocean State. Follows, RTs ≠ endorsement, but I look forward to listening to you.",Rhode Island,http://t.co/z6NYBzbPgY,3307,1423,26683,True,http://pbs.twimg.com/profile_images/378800000051321410/55ff7ed4f6264c8eec19a81a66be6bb0_normal.png,W000802,1926,0,3307,1.72,118.6
1410590874,PeterWelch,Rep. Peter Welch,Tue May 07 16:10:47 +0000 2013,"Official Twitter Account for Congressman Peter Welch, proudly representing the great state of Vermont in the U.S. House of Representatives.","Vermont and Washington, DC",http://t.co/P7VlnuEP0v,967,1795,5271,True,http://pbs.twimg.com/profile_images/593413173455257600/o0GKZGhi_normal.jpg,W000800,1092,0,967,0.89,15.6
237862972,RepWalberg,Rep Tim Walberg,Thu Jan 13 20:26:26 +0000 2011,"Proudly serving the Michigan 7th District, tweet at me or join the discussion on Facebook http://t.co/W4dgfpnMav",MI 7th Congressional District,http://t.co/ps36JMcXXV,2679,1018,8879,True,http://pbs.twimg.com/profile_images/628254462403051520/ta_nS8a7_normal.png,W000798,1937,0,2679,1.38,109.9
1140648348,RepDWStweets,D. Wasserman Schultz,Fri Feb 01 20:31:25 +0000 2013,U.S. Congresswoman proudly representing the people of Florida's 23rd District in our nation's capital.,Weston & Washington,http://t.co/L7PfQxOrER,1927,2286,7321,True,http://pbs.twimg.com/profile_images/623582125938184192/eQ2jLs4A_normal.jpg,W000797,1187,0,1927,1.62,66.1
137407124,RepWestmoreland,Lynn Westmoreland,Mon Apr 26 17:19:38 +0000 2010,U.S. Representative proudly serving Georgia's Third Congressional District.,,http://t.co/E0hBA3IvbQ,3804,766,9872,True,http://pbs.twimg.com/profile_images/1212806898/FB_Official_normal.jpg,W000796,2199,0,3804,1.73,120.0
254082173,RepJoeWilson,Joe Wilson,Fri Feb 18 15:18:45 +0000 2011,Official Twitter account for Congressman Joe Wilson (SC-02). Grateful to serve as Chairman of the HASC Subcommittee on Emerging Threats & Capabilities,,http://t.co/r5pKmJPZDn,837,301,5468,True,http://pbs.twimg.com/profile_images/661622212294778880/ScIsfHAl_normal.jpg,W000795,1901,1,837,0.44,53.3
32010840,repgregwalden,Rep. Greg Walden,Thu Apr 16 17:31:34 +0000 2009,Proudly serving the people of Oregon's Second Congressional District.,Oregon,http://t.co/OaQpygP0kf,1741,164,13598,True,http://pbs.twimg.com/profile_images/705033575066943488/W58QO-EK_normal.jpg,W000791,2574,0,1741,0.68,25.8
250188760,RonWyden,Ron Wyden,Thu Feb 10 16:08:15 +0000 2011,U.S. Senator from Oregon. @SenateFinance Ranking Member. Follow @WydenPress for updates from my staff. Instagram: https://t.co/xlc8cjtnrN,"Oregon & Washington, DC",https://t.co/PeDrcHcuFw,3212,314,41803,True,http://pbs.twimg.com/profile_images/649659158531297280/w_0M4leg_normal.jpg,W000779,1909,0,3212,1.68,79.2
264219447,SenatorWicker,Senator Roger Wicker,Fri Mar 11 14:59:01 +0000 2011,U.S. Senator for the State of Mississippi. Please visit my website for updates from the Senate.,"Mississippi & Washington, DC",http://t.co/AUGbIUCKKb,2496,292,21195,True,http://pbs.twimg.com/profile_images/694231794602872832/UdbuYlbe_normal.jpg,W000437,1881,0,2496,1.33,60.1
234906311,RepEdWhitfield,Rep. Ed Whitfield,Thu Jan 06 21:36:56 +0000 2011,Representative Ed Whitfield of Kentucky’s First Congressional District and Chairman of the House Subcommittee on Energy and Power.,"Hopkinsville, KY",http://t.co/AcRLH7PAM7,1006,919,6223,True,http://pbs.twimg.com/profile_images/378800000021033955/ca92142d10d6f8082d31529eb11a4767_normal.jpeg,W000413,1944,4,1006,0.52,19.6
36686040,MaxineWaters,Maxine Waters,Thu Apr 30 15:17:45 +0000 2009,Proudly serving the people of California's 43rd District in Congress. Ranking Member of the House Financial Services Committee (@FSCDems).,"Los Angeles/Washington, D.C.",http://t.co/ODIbQQR7g9,1650,583,31049,True,http://pbs.twimg.com/profile_images/378800000824906688/2254719201496ac256c01b484a32d48c_normal.jpeg,W000187,2560,3,1650,0.64,19.6
18137749,ChrisVanHollen,Chris Van Hollen,Mon Dec 15 15:00:29 +0000 2008,"Ranking Member, @HouseBudgetDems. Represent Maryland's 8th District. Follows, replies & RTs ≠ endorsement.",Maryland's 8th District,http://t.co/F8xR5b0kZu,1687,3822,26833,True,http://pbs.twimg.com/profile_images/649240443243237380/0rTa8ySf_normal.jpg,V000128,2697,0,1687,0.63,27.9
193872188,RepVisclosky,Rep. Pete Visclosky,Wed Sep 22 21:24:46 +0000 2010,"Tweets from the Office of Congressman Pete Visclosky, proudly representing the people of Indiana's First Congressional District. Policy: http://t.co/Wi81U7L5zE","Northwest, IN - Washington, DC",http://t.co/NunATQ3IeS,1564,1079,5770,True,http://pbs.twimg.com/profile_images/568448535402532867/xbUar8z5_normal.png,V000108,2050,2,1564,0.76,16.9
164369297,NydiaVelazquez,Rep. Nydia Velazquez,Thu Jul 08 18:18:20 +0000 2010,Represents New York's 7th Congressional District in the U.S. House of Representatives.  Top Democrat on House Small Business Committee.,NYC and DC,http://t.co/encf2UOJp1,528,3071,9456,True,http://pbs.twimg.com/profile_images/649938376506765312/qvRvMm4p_normal.jpg,V000081,2126,0,528,0.25,25.5
60828944,SenatorTomUdall,Tom Udall,Tue Jul 28 06:10:29 +0000 2009,United States Senator from New Mexico. Follow @TomUdallPress for media updates.,Santa Fe and Washington,http://t.co/ETWpVFzOcZ,2664,333,22294,True,http://pbs.twimg.com/profile_images/662770238807629824/ICES08td_normal.jpg,U000039,2472,0,2664,1.08,57.2
124224165,RepFredUpton,Fred Upton,Thu Mar 18 17:34:35 +0000 2010,"Husband, Dad, proud to represent Michigan's 6th District and serve as Chairman of @HouseCommerce. Fighting for #CuresNow, our SW MI economy, & smarter gov't.","St. Joseph, Michigan",http://t.co/l6HwKLO9Gs,3506,2278,14953,True,http://pbs.twimg.com/profile_images/378800000507840583/0dc990a78881b2a41d0dc1e7e751b839_normal.jpeg,U000031,2238,0,3506,1.57,70.7
242873057,RepTipton,Rep. Scott Tipton,Tue Jan 25 20:01:25 +0000 2011,Proud to Represent the people of #Colorado's 3rd Congressional District. Member of @FinancialCmte & Vice Chairman of @westerncaucus,"Cortez, CO",https://t.co/mPBCduxaJ7,1720,1248,8755,True,http://pbs.twimg.com/profile_images/659050006985469952/qxGgiCLW_normal.jpg,T000470,1925,0,1720,0.89,51.3
84119348,RepPaulTonko,Paul Tonko,Wed Oct 21 17:24:57 +0000 2009,"Promoting jobs, innovation and middle class for NY-20 in Congress. RT or follows are not endorsements. Account managed by staff & Rep. Tonko.",,http://t.co/63lCEfymAj,7905,1668,11838,True,http://pbs.twimg.com/profile_images/1899423387/7816_169238546404_164036221404_4308792_5415270_n_normal.jpg,T000469,2386,1,7905,3.31,273.8
122174004,repdinatitus,Dina Titus,Thu Mar 11 21:05:31 +0000 2010,Congresswoman proudly representing the First District of Nevada in the U.S. House of Representatives. https://t.co/g6tZzJD45q,"Las Vegas, NV",https://t.co/2roqLuazqO,5151,1724,8138,True,http://pbs.twimg.com/profile_images/669584452322877442/z7pOtlJI_normal.jpg,T000468,2245,0,5151,2.29,174.9
18967498,CongressmanGT,Glenn 'GT' Thompson,Wed Jan 14 04:54:58 +0000 2009,I have the distinct honor and privilege to represent and serve the citizens of Pennsylvania's 5th Congressional District. #PA05,"Howard, Pennsylvania ",http://t.co/DvqrekKjtb,4996,2868,11524,True,http://pbs.twimg.com/profile_images/80797190/Offical_Photo_twitter_normal.JPG,T000467,2667,0,4996,1.87,100.3
242892689,nikiinthehouse,Niki Tsongas,Tue Jan 25 20:57:25 +0000 2011,"Proudly representing the families of the Massachusetts 3rd District.

More info at: http://t.co/mp6QlRchln",,http://t.co/ieY22ZPpR2,4585,1477,10203,True,http://pbs.twimg.com/profile_images/718416556284317696/W9Wn-T8b_normal.jpg,T000465,1925,1,4585,2.38,84.7
515822213,SenatorTester,Senator Jon Tester,Mon Mar 05 20:13:29 +0000 2012,Third-generation Montana farmer. Proud grandfather. Former school teacher. Flattop icon. Trumpet player. Montana's senior Senator.,Montana,http://t.co/G4S7FHr0Od,1824,872,5971,True,http://pbs.twimg.com/profile_images/459705456974237696/LRM-CeY8_normal.jpeg,T000464,1520,0,1824,1.2,80.4
51228911,RepMikeTurner,US Rep. Mike Turner,Fri Jun 26 21:15:07 +0000 2009,"I proudly represent the Tenth District of Ohio. Montgomery County, Greene County and Fayette County. #OH10","Washington, DC and Dayton, OH",http://t.co/hhH39SKxLO,1804,704,7757,True,http://pbs.twimg.com/profile_images/445952873818374144/TZbgdNZ5_normal.jpeg,T000463,2503,0,1804,0.72,13.2
221162525,SenToomey,Senator Pat Toomey,Mon Nov 29 22:32:09 +0000 2010,Official Twitter account for Pat Toomey. Husband. Father. U.S. Senator for Pennsylvania.,,http://t.co/7dKjJ0xolY,3274,1004,40131,True,http://pbs.twimg.com/profile_images/574930402214727683/gDu5VqMP_normal.jpeg,T000461,1982,1,3274,1.65,31.8
303861808,RepThompson,Mike Thompson,Mon May 23 14:58:06 +0000 2011,Rep. Mike Thompson represents California's 5th Congressional District and chairs the House Gun Violence Prevention Task Force.,"St. Helena, CA",http://t.co/nPlTDF4THi,1430,289,5322,True,http://pbs.twimg.com/profile_images/523103949696421888/YiMUma44_normal.jpeg,T000460,1808,0,1430,0.79,32.8
296361085,SenJohnThune,Senator John Thune,Tue May 10 16:41:48 +0000 2011,"U.S. Senator John Thune, South Dakota. Chairman of @SenateGOP & @SenateCommerce. Father. Husband. Avid Outdoorsman. Sports Fan.",,http://t.co/OiwOiAFGGw,2983,341,44411,True,http://pbs.twimg.com/profile_images/1347910653/JRTTwitterProfile_normal.jpg,T000250,1820,0,2983,1.64,62.7
377534571,MacTXPress,Mac Thornberry Press,Wed Sep 21 18:42:06 +0000 2011,"Tweets from the press shop of US Rep. Mac Thornberry. Mac serves the 13th District of TX, which spans from Amarillo to Wichita Falls & is larger than 13 states.",United States Capitol,http://t.co/KnSJ3TPDYS,778,934,5089,True,http://pbs.twimg.com/profile_images/1553468483/Copy_of_2007.12.04_001_SLR_normal.jpg,T000238,1686,5,778,0.46,33.4
82453460,BennieGThompson,RepBThompson,Wed Oct 14 20:47:03 +0000 2009,,"Bolton, Mississippi",http://t.co/POCpyzRcHb,659,413,5162,True,http://pbs.twimg.com/profile_images/501754877597347841/O6OEfrSm_normal.jpeg,T000193,2393,5,659,0.28,17.1
234797704,AustinScottGA08,Rep. Austin Scott,Thu Jan 06 16:01:46 +0000 2011,I am proud to represent the 8th Congressional District of Georgia.,"Ashburn, GA",http://t.co/GQwXIhub9a,1727,315,8807,True,http://pbs.twimg.com/profile_images/1801707886/11-01-05_-_Ceremonial_Swearing_In_Photo__1__normal.jpg,S001189,1944,0,1727,0.89,19.5
211901075,RepStutzman,Rep. Marlin Stutzman,Thu Nov 04 16:00:16 +0000 2010,,"#IN03 / Washington, DC",http://t.co/UVXzCA4TP4,1076,287,7620,True,http://pbs.twimg.com/profile_images/499235410275348480/Of7Aj12S_normal.jpeg,S001188,2007,14,1076,0.54,11.1
211420609,RepSteveStivers,Steve Stivers,Wed Nov 03 05:57:36 +0000 2010,Proud to represent the citizens of Ohio's 15th Congressional District.,,http://t.co/ccc8OvsbWo,2376,954,11138,True,http://pbs.twimg.com/profile_images/552881728226750464/ELtq08Dw_normal.jpeg,S001187,2009,0,2376,1.18,33.3
381152398,RepTerriSewell,Rep. Terri A. Sewell,Tue Sep 27 20:47:50 +0000 2011,"Proud to represent the 7th Congressional District of Alabama
https://t.co/xfWvIZSjrk","Washington, DC",http://t.co/yrYBXVxk6W,2524,1798,11827,True,http://pbs.twimg.com/profile_images/553594393551060992/U4tjxIsq_normal.jpeg,S001185,1680,0,2524,1.5,53.2
217543151,SenatorTimScott,Tim Scott,Fri Nov 19 20:34:30 +0000 2010,Official account of U.S. Senator Tim Scott. Honored to represent the great state of South Carolina. RTs and follows dont equal endorsements. #OpportunityAgenda,South Carolina,https://t.co/EoB6giYuOp,4617,3830,119021,True,http://pbs.twimg.com/profile_images/661260875865702400/CLJwY09a_normal.jpg,S001184,1992,0,4617,2.32,93.8
229197216,RepDavid,Rep David Schweikert,Tue Dec 21 19:48:02 +0000 2010,Avid hiker and coffee enthusiast who is proud to represent Arizona's 6th Congressional District in the U.S. House of Representatives.,Arizona,http://t.co/bsAbCTNMdl,3220,1957,12576,True,http://pbs.twimg.com/profile_images/601751848433766403/tEhfKUfl_normal.jpg,S001183,1960,34,3220,1.64,10.4
109287731,SenatorShaheen,Sen. Jeanne Shaheen,Thu Jan 28 15:22:44 +0000 2010,I am currently serving in the United States Senate and am proud to serve the people of New Hampshire. http://t.co/6CyyCKZ22b,"Washington, DC",http://t.co/6hHVU7gHqa,4316,5597,27046,True,http://pbs.twimg.com/profile_images/695028042301841408/5YZWeTsR_normal.jpg,S001181,2287,0,4316,1.89,87.2
20545793,RepSchrader,Rep. Kurt Schrader,Tue Feb 10 21:04:21 +0000 2009,Proudly representing Oregon's 5th Congressional District,Oregon,http://t.co/idnXprkzal,1672,754,10826,True,http://pbs.twimg.com/profile_images/378800000699231986/e1da7064726a13bfda529d18efc048a8_normal.jpeg,S001180,2639,0,1672,0.63,34.5
1209417007,SteveScalise,Rep. Steve Scalise,Fri Feb 22 18:10:47 +0000 2013,Serving as House Majority Whip and representing LA-01. Follow me on Facebook: http://t.co/mIQZ2Jh9Gt and Instagram: http://t.co/5wuWc45xvq,"Jefferson, LA",http://t.co/JrUbzHZc34,4976,2021,14415,True,http://pbs.twimg.com/profile_images/613379377527549952/pBAI3r41_normal.jpg,S001176,1166,0,4976,4.27,151.6
24913074,RepSpeier,Jackie Speier,Tue Mar 17 17:02:38 +0000 2009,"Represents California's 14th Congressional District. House Armed Services Committee, House Permanent Select Committee on Intelligence.  https://t.co/gGH33BzCXx",,http://t.co/riEFCSOgog,2718,22358,23457,True,http://pbs.twimg.com/profile_images/582638025634516992/ISzkALXv_normal.jpg,S001175,2604,5,2718,1.04,30.8
296245061,RepAdrianSmith,Rep. Adrian Smith,Tue May 10 12:52:01 +0000 2011,Proudly serving the 3rd District of Nebraska in the U.S. House of Representatives,"Gering, NE / Washington, DC",http://t.co/pOBhoFPbKa,2051,268,4712,True,http://pbs.twimg.com/profile_images/599320046352113667/7bvq1DNa_normal.jpg,S001172,1821,0,2051,1.13,43.2
2193480787,rep_albio_sires,Big Luxery,Thu Nov 14 04:01:58 +0000 2013,Completing a Holiday off Here because now i'm Bringing in $650 day-to-day at work internet based inside my house. All my ambitions now emerged perfect.,,,1,6,31,False,http://pbs.twimg.com/profile_images/378800000737450246/9f3df6a0adaabd805b247e0304a08012_normal.jpeg,S001165,902,898,1,0.0,0.0
168673083,repdavidscott,David Scott,Tue Jul 20 14:10:32 +0000 2010,"Representing Georgia's 13th Congressional District including Cobb, Douglas, Fayette, Fulton, Clayton, and Henry Counties.",Georgia,http://t.co/86ovd85h30,2235,1518,9112,True,http://pbs.twimg.com/profile_images/573169044091613185/bLPRS9I9_normal.jpeg,S001157,2115,1,2235,1.06,35.7
312134473,RepLindaSanchez,Linda T. Sánchez,Mon Jun 06 16:50:45 +0000 2011,I work for CA-38 + Chair the  @HispanicCaucus. Serve on the @WaysMeansCmte & @BenghaziDems. Ranking Member on the Ethics Cmte. Die-hard @Dodgers Fan.,"Norwalk, CA & Washington, D.C.",http://t.co/j3uPhHLz80,1959,1751,9933,True,http://pbs.twimg.com/profile_images/722076423284858881/XU6t7ori_normal.jpg,S001156,1793,0,1959,1.09,27.5
22527499,RepBillShuster,Bill Shuster,Mon Mar 02 20:04:02 +0000 2009,Member of Congress and Chairman of the House Transportation & Infrastructure Committee. Proudly representing the people of PA's 9th district.,"Hollidaysburg, PA",http://t.co/cXqRPxrbJ1,2919,882,13033,True,http://pbs.twimg.com/profile_images/1181641364/121705WFSPortrait_normal.JPG,S001154,2619,0,2919,1.11,26.1
29501253,RepAdamSchiff,Adam Schiff,Tue Apr 07 17:54:35 +0000 2009,Representing California's 28th Congressional District and Ranking Member of the House Intelligence Committee.,"Burbank, CA",http://t.co/Ctv7QpWmtF,3017,1717,17449,True,http://pbs.twimg.com/profile_images/553289858924285952/asUU5hh9_normal.png,S001150,2583,4,3017,1.17,50.0
76132891,CongMikeSimpson,Cong. Mike Simpson,Mon Sep 21 20:26:26 +0000 2009,U.S. Congressman from Idaho's 2nd Congressional District,"Washington, D.C. ",http://t.co/lRNTKPfcmE,397,73,4414,True,http://pbs.twimg.com/profile_images/1622590441/Official_Photo_normal.jpg,S001148,2416,12,397,0.16,7.5
24195214,janschakowsky,Jan Schakowsky,Fri Mar 13 16:03:17 +0000 2009,"Official Twitter account for Rep. Jan Schakowsky, Illinois 9th Congressional District","Chicago, IL",http://t.co/qdNbWpz49j,4032,1148,17865,True,http://pbs.twimg.com/profile_images/705123373462872064/Lvzjp4vg_normal.jpg,S001145,2608,0,4032,1.55,95.2
47975734,SenatorSessions,Sen. Jeff Sessions,Wed Jun 17 14:24:08 +0000 2009,"U.S. Sen. Jeff Sessions (R-AL) serves as the Chairman of two Senate subcommittees: Immigration and the National Interest, and Strategic Forces.","Mobile, AL",http://t.co/YAOq1Yfj0b,1930,104,53884,True,http://pbs.twimg.com/profile_images/432890513016889344/9iSGvQb2_normal.jpeg,S001141,2513,0,1930,0.77,20.0
76456274,SenStabenow,Sen. Debbie Stabenow,Tue Sep 22 21:30:16 +0000 2009,Representing the people from the Great State of Michigan in the United States Senate,"Washington, DC",http://t.co/JK7PEnhz5B,1520,2268,24945,True,http://pbs.twimg.com/profile_images/1399110111/Hssm_normal.jpg,S000770,2415,0,1520,0.63,36.4
15856366,LamarSmithTX21,Lamar Smith,Thu Aug 14 21:53:40 +0000 2008,"I represent the 21st District of TX in Congress and Chair the Science, Space, and Technology Committee. Join me: https://t.co/mIljMWAOmi",TX21,http://t.co/1dfigsNXcr,1871,3670,14761,True,http://pbs.twimg.com/profile_images/422422565/Lamar_Capitol_Headshot_normal.jpg,S000583,2819,0,1871,0.66,58.6
58928690,RepAdamSmith,Rep. Adam Smith,Tue Jul 21 21:31:55 +0000 2009,Proudly serving Washington State's 9th District. Ranking Member of the House Armed Services Committee @HASCDemocrats,Washington's 9th District,http://t.co/bEAIcyoDki,1794,1406,12097,True,http://pbs.twimg.com/profile_images/1554717159/Adam_Official_Photo_small_2009_normal.JPG,S000510,2478,5,1794,0.72,16.9
63169388,louiseslaughter,Louise Slaughter,Wed Aug 05 15:53:07 +0000 2009,"Honored to serve the people of Rochester and Monroe County, NY. Only microbiologist in Congress and Ranking Member of the House Committee on Rules.",NY-25,http://t.co/6JvrOBwYzn,2208,1442,12549,True,http://pbs.twimg.com/profile_images/474307315772817408/fG7xA9eC_normal.jpeg,S000480,2463,0,2208,0.9,27.6
15600527,RepShimkus,John Shimkus,Fri Jul 25 17:01:16 +0000 2008,I represent the 15th Congressional District of Illinois and Chair the @HouseCommerce Environment & Economy Subcommittee.,"Illinois, USA",https://t.co/mFzyexaRq4,8376,1067,14693,True,http://pbs.twimg.com/profile_images/451465105838833664/CB7M3wqZ_normal.jpeg,S000364,2839,1,8376,2.95,82.4
30216513,BradSherman,Brad Sherman,Fri Apr 10 13:38:03 +0000 2009,Serving California's San Fernando Valley.  Admission: Some of these tweets are prepared by my staff on my behalf. ReTweets are not an endorsement.,"Sherman Oaks, CA",http://t.co/Ylyf3DDmjz,709,129,9350,True,http://pbs.twimg.com/profile_images/131821361/Rep._Sherman_Official_Portrait.sm2_normal.jpg,S000344,2581,1,709,0.27,12.5
21111098,SenShelby,Richard Shelby,Tue Feb 17 17:53:43 +0000 2009,"The Press Office of                       Senator Richard Shelby (R-Ala.)
https://t.co/hUzSbtYLIJ","Tuscaloosa, Alabama",http://t.co/LygHS7S785,874,286,22800,True,http://pbs.twimg.com/profile_images/621070518834212864/ikIQKvUq_normal.jpg,S000320,2632,0,874,0.33,42.8
24735461,PeteSessions,Pete Sessions,Mon Mar 16 17:54:52 +0000 2009,I proudly represent the people of Texas' 32nd Congressional District and serve as the Chairman of the House Committee on Rules.,,http://t.co/ZbESaBtE5q,4523,807,17266,True,http://pbs.twimg.com/profile_images/1479315255/48918-012-005f_normal.jpg,S000250,2605,0,4523,1.74,64.7
33563161,RepJoseSerrano,Jose E. Serrano,Mon Apr 20 16:06:56 +0000 2009,"Congressman representing the South Bronx, New York.",Bronx NY-Wash.DC,http://t.co/jXKviVB0sc,3329,866,13661,True,http://pbs.twimg.com/profile_images/3660133461/11799f104946003777b619effc437548_normal.jpeg,S000248,2570,0,3329,1.3,44.5
851621377,JimPressOffice,Sensenbrenner Press,Fri Sep 28 19:31:33 +0000 2012,"Press Office of Congressman Jim Sensenbrenner, representing Wisconsin's Fifth District. Former Chair of House Judiciary Committee.",,http://t.co/VNdLE9VEEs,547,497,2808,True,http://pbs.twimg.com/profile_images/727230175767859200/rj0otGAV_normal.jpg,S000244,1313,1,547,0.42,30.9
161791703,repbobbyscott,Rep. Bobby Scott,Thu Jul 01 19:57:00 +0000 2010,"Proudly representing Virginia's 3rd Congressional District. Ranking Member, Committee on Education and the Workforce @edworkforcedems.","Newport News, VA",http://t.co/SSZ5Gt8nDN,2652,2285,12390,True,http://pbs.twimg.com/profile_images/595211873726767104/EdWA2GKH_normal.jpg,S000185,2133,0,2652,1.24,95.5
17494010,SenSchumer,Chuck Schumer,Wed Nov 19 20:10:20 +0000 2008,Official account of Senator Chuck Schumer - New York’s Senator RT≠endorsement,"New York, NY",http://t.co/actuzGi0EG,7586,26859,135698,True,http://pbs.twimg.com/profile_images/623955176131575808/zWzgRP4C_normal.jpg,S000148,2722,1,7586,2.79,232.4
29442313,SenSanders,Bernie Sanders,Tue Apr 07 13:02:35 +0000 2009,"Sen. Bernie Sanders is the longest serving independent in congressional history. Tweets ending in -B are from Bernie, and all others are from a staffer.",Vermont/DC,http://t.co/8AS4FI1oge,14257,1945,1923749,True,http://pbs.twimg.com/profile_images/649202007723499524/lBGS6rs6_normal.png,S000033,2584,0,14257,5.52,207.7
108376246,LorettaSanchez,Loretta Sanchez,Mon Jan 25 19:08:10 +0000 2010,I proudly represent California's 46th district in Congress. I serve as a Senior Member on both the Armed Services and Homeland Security Committees.,"Orange County, CA",http://t.co/PUiqbha0FR,2605,12067,17721,True,http://pbs.twimg.com/profile_images/722106440240869376/v7ccmDmr_normal.png,S000030,2290,0,2605,1.14,77.1
